微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvPrajuoR,情商有一部分和社交有关，属于混社会的技能。一般的错误偏见是：学习成绩好，书生气重，不会做人，学习成绩差，社会经验丰富的人，擅长做人。后者在社会和情商方面，要有优势。这个定律在大学期间，完全不成立。因为不论是一二三四五六本的学生，都是学生，都没有经历过社会历练，只有单调的校园认知。在这个时候，人的情商，是和智商线性相关的。尤其是不同层次的人之间，对社交这件事的认知，不一样。层次高的人，你做牛做马，对他体贴无微不至，他总会觉得不好意思，想着回报你一下，层次低的人，你对他好，他不觉得这是善意需要回报，他会觉得这是因为我牛逼，你该。层次低的人，看待社会的角度就不一样——有便宜不占王八蛋，占别人便宜我开心。他不回想着回报，长远。这种层次高低的分布，是严格按照大学层次来进行的。大学好，层次高的人就多，大学差，层次低的人就多。不要在垃圾堆里搞社交找朋友。对于大学生来说，要记住这点。专注学习，锻炼自己才是正途。                                ,无,无,无,2020-02-25 14:16,微博 weibo.com,1032,148,118
IvP9Tp9cx,#奶爸鸡汤辟谣系列#018俞敏洪上大学给大家打水讨好同学的鸡汤。为真。但仅限于北大这类学校。咱们打开天窗说亮话：在名牌大学里跟同学搞好关系还有点用。在垃圾大学里跟同学搞好关系没屁用，关系越好，你越垃圾，根本不可能脱颖而出。保持表面和谐就够了。这个垃圾指绝大部分学校。 身处垃圾堆里，不可结交到优秀人才。你别无选择，只能自己去努力成为杰出和优秀。断了认识杰出优秀这条心。            [组图共2张]    原图                            ,"http://ww1.sinaimg.cn/large/94900170ly1gc8l4ketzfj20k01po1ha.jpg,http://ww1.sinaimg.cn/large/94900170ly1gc8l4jqfkvj20u01xm7wh.jpg",无,无,2020-02-25 13:34,iPhone 8 Plus,890,84,108
IvOZvvfRB,看法一致，这家店属于营销奇才。为这些实体操心的网民属于长工给地主担心的蠢货。 原图,http://wx2.sinaimg.cn/large/94900170ly1gc8kf8mc28j20u01hcnaq.jpg,无,无,2020-02-25 13:08,iPhone 8 Plus,532,50,89
IvOy22msj,家里穷，找到工作事业单位，也基本考上建筑老八校，要不要去。这题对我来说超纲了，希望建筑老八校已经毕业工作的同学，从你们的薪水待遇前景上现身说法，帮帮这位同学，给他一些帮助，感激您 原图,http://wx3.sinaimg.cn/large/94900170ly1gc8ig0mt4vj20u01hc1d6.jpg,无,无,2020-02-25 12:00,iPhone 8 Plus,976,18,310
IvOwnwoyi,考公会越来越难，没事不要作。 原图,http://wx4.sinaimg.cn/large/94900170ly1gc8id3pkluj20u01hcwrx.jpg,无,无,2020-02-25 11:56,iPhone 8 Plus,1872,47,374
IvOmJogib,有人拿这句话来让我辟谣。这里有个商业常识我要说一下：同样是爱说鸡汤，如果是职业经理人，那么丫可能是真的智障，梦游稀里糊涂做现在的工作——凡是工作过的同学，应该都知道这类傻逼领导。但如果是颇有成就的创业者说鸡汤，那就是另一个性质。做领导分为三类：管理创业改革其中管理最简单，职业经理人的工作流程全部都套路化，墨守陈规就好，所以有相当多的职业经理人热爱鸡汤，因为这帮智障除了鸡汤也总结不出干货。职业经理人严格遵守的套路流程是谁开创的？创业者，所以创业难度要大。最大的，当然是改革，比从零建设还要难的多。那么创业者和改革者公开场合讲鸡汤，不讲干货，是为什么？因为傻逼们听不懂。职业经理人讲鸡汤，ta自己可能是真傻逼，自己真信。创业者讲鸡汤，自己是不可能信的。信了，尸山血海的残酷创业环境，他走不出来。为啥还要真的讲？开讲了节目上，有个傻逼问，我对事业没兴趣就想要钱，教我。一般人想讲干货，肯定要从理财投资，职场升职，创业盈利讲起，讲10天10夜也说不清。但马云说什么？年轻要钱干什么？我这辈子没碰过钱，我对钱没有兴趣。看一下两者对比：讲干货，傻逼听不懂，不会做，大家记不住，不会传播，白费力。讲鸡汤，朗朗上口，傻逼们立刻就懂，快速传播，讲者的名气越来越大，提问的傻逼也被逗乐了，根本不在乎自己的问题有没有被解答。所以看有能力的创业者讲话，要看他说话的场合。比如我看老马的讲话，他说中文演讲我从来不看。因为他的中文演讲基本就是骗傻逼。                原图                            ,http://wx4.sinaimg.cn/large/94900170ly1gc8he2rm3dj209808cmxs.jpg,无,无,2020-02-25 11:32,iPhone 8 Plus,496,131,52
IvN83xYko,#奶爸鸡汤辟谣系列#017上过一门叫创业学的课，老师说：不要看成功的人是怎么成功的，要看失败的人是怎么失败的，避开那些雷，就比很多人都成功的多。 奶爸你觉得这观点对不？这个观点很对，问题是失败的案例你看了不？知道在哪里看失败的案例不？没有吧。那这句话对还是不对，跟你有关系不？更进一步，哪怕真的去看了的人，能看出个啥玩意儿呢？我摘抄下知乎上读者对《大败局》的读后感：“读《大败局》1.2读出了武侠小说的味道，高手过招，场面最是荡气回肠，手眼最是欲壑难填。成也萧何，败也萧何。”“不管怎么说，这本书记载的企业历史，让我看见可能，看见燃烧血液成就一份事业的决绝，是不破楼兰终不还的决绝。”“写了一些很表面的东西，可以当兴趣一读，增长知识量。真正学习企业管理内的东西的话不如看一家企业的种种败局，求深不求多。”“绚烂至极，归于平淡。大败局中的企业家的巅峰时刻，是绚烂的，也是短暂的。做大做强的背后往往意味着不为人知的妥协与屈辱。这种中国式的怪圈就是这样，猪肥了好杀。”“深感企业经营做大做强的不易，真正成功的都是百里挑一、千里挑一厮杀出来的。盛极而衰，原先促进企业成功的秘诀也会成为公司发展的拦路虎，过去的成功不等于现在的成功，要不断迭代升级，也就是中国古人讲的居安思危、亚马逊的DAY 1理念了。”基本全是这玩意儿。全部都是在谈“感悟”，“启发”，没有一个有能力整理出书中的知识和干货。企业失败，在大败局里最常见的无非三个原因：1，产权不明，2，盲目扩张，3，缺乏有效可行的盈利模式。额外加两个就是政商关系恶劣，和传媒舆论战失败。书里几乎都是在喂饭了，仍然很多人都看不懂，不具备最基本的总结归纳能力。所以怪啥？光会摆造型谈感悟，啥也没学到，garbage in garbage out，怪谁？                原图                            ,http://wx2.sinaimg.cn/large/94900170gy1gc7y3hrbkpj20w00k0b29.jpg,无,无,2020-02-25 08:24,微博 weibo.com,606,106,98
IvJzg115p,"#奶爸鸡汤辟谣系列#016“不要痴迷于从阅读成功人士的传记中寻找经验，这些书大部分经过了精致的包装，很多重要的事实不会告诉你。例如，盖茨的的书不会告诉你他母亲是IBM董事，是她给儿子促成了第一单大生意。巴菲特的书只会告诉你他8岁就知道去参观纽交所，但不会告诉你他国会议员的父亲带他去的，是高盛的董事接待的。”上面这种所谓的“毒鸡汤”，就是用造谣来反鸡汤。比鸡汤更恶心。巴菲特我暂时没法谷歌，没查，但是比尔盖茨我是查到的：网传比尔盖茨的老妈是IBM高管，但这是个谣言，他跟IBM的合作也不是走老妈的后门。查查维基就知道了His father was a prominent lawyer, and his mother served on the board of directors for First Interstate BancSystem and the United Way. Gates' maternal grandfather was J.W. Maxwell, a national bank president.他老妈的职位，人家调查的非常清楚，是这两家公司：First Interstate BancSystemthe United WayFirst Interstate Bancsystem是一家金融和银行控股公司the United Way应该是一家慈善基金公司总之不是IBM的董事比尔盖茨确实是个富二代，父亲是个超级大律师，年收入几百万美元的那种，母亲是金融公司董事，祖父是大银行的的总裁。这家人堪称中产阶级的顶点，通过工作所能够达到的顶点。也就是职业经理人，中产阶级的顶点。但不属于超级大富豪的级别。是比尔盖茨自己，靠着卓越的才能和头脑，才成为巨富，这算是很了不起的成就。这种所谓的反鸡汤，动不动就把成功归结于家世，拼爹，实在非常低级。但很不幸这种低级玩意儿，在国内越来越有市场，越来越受欢迎。简单说就是穷人眼中，有钱人都是一种生物，不分层级。银行总裁，和微软创始人。是一个级别，一样的财富，一样的社会能力和社会地位。但并不是。前者只是个职业经理人，后者则是标准的统治阶级，是足以影响美帝各项政策的，是真正的大资本家。就像你，一年赚钱几千万，也不可能天真的认为，自己有资格和马云掰掰腕子吧。就算是家里财产几个亿，这样的家庭，能够诞生出马云，比尔盖茨这样的人物，也是非常了不起的，他们身上有非常多值得学习的地方的。全部都归结于所谓的家世，背景，人脉，其实是极为脑残的想法。                原图                            ",http://wx3.sinaimg.cn/large/94900170gy1gc7wi0rq8oj20u00u0k47.jpg,无,无,2020-02-24 23:20,微博 weibo.com,671,202,70
IvJ7vkpXk,#奶爸鸡汤辟谣系列#015人生没有白走的路，每一步都算数。这句话有没有道理？类似的逻辑是乔布斯说的connecting the dots，将生命中的点连接起来。大概意思就是：他大学毕业，很迷茫，不知道要做什么，就退学了。退学了也很迷茫不知道干嘛，就去按照兴趣爱好听课，选修了书法课，学的很认真。然后他开始做苹果的设计，啪一下，就把过去所有的经历，都串在了一起，用书法的优美感觉，设计出了好看的UI界面和字体。所以，你的青春没有白费力，所有的事情，都会串联在一起，帮助你的成功。即：人生没有白走的路，每一步都算数。不要脸的用我自己举例，我的connecting the dots经历，就是：大学很迷茫，不知道要干啥，就苦练演讲比赛，毕业了也很迷茫，就做猎头，苦学本领，有道邀请我去工作，还是很迷茫，就先把手头产品做好。然后我创业了，啪一下，我的自媒体，课程，把我过去的经历，都串联起来了。即：人生没有白走的路，每一步都算数。那真的是这样的吗？当然不是。乔布斯热衷灵修，搞封建迷信这个事，对他的事业就没有任何帮助，甚至害了他的病，他死这么早就是被这玩意儿给害的，推迟手术，不信医生。他其实是邪教受害者。还有，乔布斯能成功，跟他大学退学，选修，搞书法，没屁关系，最主要是因为他出生在硅谷，身边人都是惠普的工程师，认识了沃兹尼亚克，两人开始承包工程项目，遍地都是电脑城，都是销售机会，所以才起步。他讲的什么连结点，其实是归因错误。所以比尔盖茨比他实诚多了，人直接承认我是因为运气好，出生在特殊历史时代，出生在好的家庭，从小就找到了热爱做的事情。没什么connecting the dots的狗屁。所以如果你真的要分析这句话，那就是：人生就是有白走的路，有的举措就是绕远路。你成功了，说明你厉害，能回来，但是如果你不成功，那么所有的行为都成了失败原因，都在嘲笑你。那么成功的原因，哪些路不是白走的，只有三条：1，和你的健康有关的，一定要重视身体健康，这点乔布斯就吃了大亏，2，一定要广结善缘，要有人格魅力，要擅长社交和沟通，要有说服力，3，如果有可能，多结交商业发展方向上的人才。什么叫商业发展方向？1）投资类，理财，基金，炒股，房产之类的真高手（这是永恒方向）2）以前是网络技术，之后是移动互联网，现在就是流量营销，短视频了，至少未来五年的风向是这个。说白了还是罗辑思维樊登说的那套。但是那套你光学几个名词没屁用，而是真的要广结善缘，结交这方面的人才。真的要去混入这个圈，进入一流的公司，结交里面的人才，学习真正的技术。当然好消息就是，知名大博主大网红的公司，都是公开招聘的，自己搜即可。年轻人迷茫，然后去多尝试，是可以的。但是如果你就想成功，那这玩意儿就是有公式的。你选别的道路，也可能成功。但按照公式走，你的成功率至少大十倍。                原图                            ,http://wx1.sinaimg.cn/large/94900170gy1gc7uivbvmaj21hc0twu0x.jpg,无,无,2020-02-24 22:11,微博 weibo.com,797,283,85
IvIkgksCf,人是有正当的权力和十足的理由，去讨厌自己的家乡和父母的。我对父母谈不上什么讨厌，都是人，有优点有缺点，有感情也有冲突。但我对家乡，有一种极度的厌恶和强烈的憎恨。这种厌恶和憎恨未必客观和准确，完全是个人的感受，但这是我个人的真实感受。我在我的故乡，我的童年和少年，收获到的基本全部都是痛苦和愤懑，很少有幸福和自在。咋了，还不能讨厌家乡了？我希望每个年轻人都能明白这一点，不要去强迫自己热爱家乡，热爱家长。你们只是运气而已，恰好生在了这种地方和这种家庭，如果说父母抚养对你还有恩情的话，家乡对你有什么恩情？                                ,无,无,无,2020-02-24 20:10,微博 weibo.com,1878,113,320
IvI8Q2iRn,每个人取舍不一样，比如我最讨厌的就是学校和家乡，细想一下从小到大对我阻碍最大的就是家乡，老师，和家长，而不是我个人的惰性不思进取，我最喜欢的就是大城市，最享受的就是工作开拓成就。疫情在家我浑身难受，内心每天默念一万句妈卖批，只能疯狂发微博来发泄自己不能工作的烦躁。所以我这辈子坚决不可能再回苏北过年，尽可能少回来。如果你跟我相反，对家长甘之如饴，那还是赶紧回家去吧。另：26岁时候我已经出书，销量过十万册，被有道挖角走马上任，主持的产品上线，用户过百万。你看，我随手一数，都是工作成绩，而不是工资多少。如果你工作两三年了，数不出工作成绩仍然只能张口闭口工资，那真的不适合残酷的大城市企业竞争。                原图                            ,http://wx4.sinaimg.cn/large/94900170ly1gc7q1odfqdj20u01hctl7.jpg,无,无,2020-02-24 19:42,iPhone 8 Plus,941,77,195
IvHMYBB2S,#奶爸鸡汤辟谣系列#014多么痛的领悟！据说是高考结束后，某班主任老师的微信寄语:       考上大学的同学要记得和没考上大学的同学搞好关系，等你们大学毕业了，好去他们公司去打工！       考上一本的要经常联系二本的，未来家乡的领导就是他们！       二本的同学要跟大专的搞好关系，他们将是你们孩子的老师！       也要和没上大学当兵的同学搞好关系，因为他们将来是交警，警察和城管！       富二代更要和班里漂亮女生搞好关系，因为她很有可能成为你后妈。（多么痛的领悟啊！）此谣言基本为假。考上大学的同学要记得和没考上大学的同学搞好关系，等你们大学毕业了，好去他们公司去打工！四年时间就能把公司做大，吸引大学生过去的，这些年基本都是数得上的，滴滴，ofo，美团之类的。这些公司的创始人都读过大学。没读过大学创业成功的，不是说没有，也有，但他们的这个成功，和正规企业的概念不太一样。小地方的公司，用人规则是亲戚先上，然后朋友，对学历不怎么看重，就那几个核心团队成员，基本都是家族企业，如果你不是本市读的大学，基本也不会去他们公司找工作。考去了外地，外地大学生想回乡，我想100%是会考公务员或者当老师事业单位吧，完全不可能出现考上大学的给考不上大学的人打工的情况。考上一本的要经常联系二本的，未来家乡的领导就是他们！本条为假，国内百强县领导，50%以上都是研究生，剩下的也基本都是名校。名校治国是我们的一项基本策略，县委开始，就是正规的国家行政运作系统了，对此不可能不重视。普通二本考个公务员当个科长有可能，但是当县长以上的官，难。二本的同学要跟大专的搞好关系，他们将是你们孩子的老师！本条部分为真。教育资源的富集化，地方教育资源的极度匮乏，是一个越来越严重的问题，一路师范学校的一流毕业生，都更愿意留在大城市，五六流甚至当年的垃圾人渣，不少都去乡镇和县学校当老师了，不过不太可能是专科生。也要和没上大学当兵的同学搞好关系，因为他们将来是交警，警察和城管！城管有可能，警察绝对不可能，现在公检法的招聘极为严格，很少出现非大学生进入的。富二代更要和班里漂亮女生搞好关系，因为她很有可能成为你后妈。本条为假，县市小地方受过正规高中教育的漂亮女孩，如果留在家乡，基本也是嫁给了富二代，当然，这个富二代的标准不太一样，姑且就算家境殷实后代吧。嫁给老头的不是没有，非常少。                原图                            ,http://wx4.sinaimg.cn/large/94900170gy1gc7onc3c6dj21hc0u0u0p.jpg,无,无,2020-02-24 18:48,微博 weibo.com,610,55,66
IvHEP1UaA,#奶爸鸡汤辟谣系列#013这两份名单你认识多少？第一份名单：傅以渐、王式丹、毕沅、林召堂、王云锦、刘子壮、陈沆、刘福姚、刘春霖。第二份名单：李渔、洪昇、顾炎武、金圣叹、黄宗羲、吴敬梓、蒲松龄、洪秀全、袁世凯。哪份名单上你认识的人多一些？答案揭晓：前者全是清朝科举状元；后者全是当时落第秀才。此鸡汤为假。傅以渐：清朝开国第一位状元。官至武英殿大学士，兵部尚书，位极人臣，大富大贵，后告老还乡。王式丹：康熙四十二年状元，点中翰林，但因耳聋不为皇帝所喜，一直没有正式录用，十年后罢官回乡，侨居扬州，与乡士大夫论文为乐，士多从之游。——这是状元中混的最差的，但也衣食无忧。毕沅：乾隆二十五年状元，官至湖广总督，封疆大吏。死后二年，因案牵连，被抄家，革世职。林召棠：道光年间癸未(1823年)科状元，这人是个复读生，考了好几次会试，因为当时官场过分黑暗，没有选择当官，任东安县教谕，但仍然还是一生衣食无忧。王云锦：康熙四十五年状元。授职翰林院修撰，掌修国史。刘子壮：顺治六年状元，授国史馆修撰。陈沆：嘉庆二十四年状元，官至四川道监察御史。刘福姚：同治三年状元，官至翰林院秘书郎兼学部图书局总务总校。当时已经是清朝末年，风雨飘摇，因主张宪政改革被革职，晚年定居上海，穷困潦倒。刘春霖：清朝最后一位状元，官至直隶省教育厅厅长、直隶自治筹备处处长，后退隐北平，七七事变后因坚决不愿出任伪政府职位，被日军抄家。上面的状元，大部分都当官了，一生富足平安，没当官的也相当于中央秘书，衣食无忧是肯定的，唯二两个状元晚年过的一般的，是历史原因，清朝都快灭亡了。下面我们来看第二份榜单：李渔：清代著名文学家和戏曲家，创立李家班，人生非常精彩，事业发展，多位妻妾环绕，后事业衰落，晚年贫病交加，靠各位人脉好友资助得以安享晚年。洪昇：清代著名戏剧文学家，晚年生活穷困潦倒，失足落水而死。顾炎武：著名思想家，这是个富二代。金圣叹：这位是中了秀才的，因哭庙案被斩首。黄宗羲：明末清初思想家，这位也是富二代。吴敬梓：清朝著名小说家，富二代败家子，中年以后穷困潦倒。蒲松龄：不用介绍了，也是富二代，后家道中落，晚年穷困。洪秀全和袁世凯不说了，下场结局大家都知道。上面的人，除非是富二代，晚年能善终，大部分人都是穷困潦倒。你去问问讲这种鸡汤的人，让他生前穷困潦倒，痛苦一世，死后被人记住，是否愿意？这个和名气的传播机制有关系。在古代，做大官，考状元，能否出名？不太能，除非你能干出特别轰动的事情，类似房玄龄杜如晦这样的超级高手才行，否则哪怕是纪晓岚刘墉，那也是因为清宫戏而不是真的政绩有多厉害。但是如果你出书了，留下了书，卖的又好，就很容易出名。但出名，出书，和社会贡献社会价值，是两码事。你不是说做官的清代状元，对社会的贡献就不如文学家。而且在当时，写小说写戏剧的，都是典型的淫词艳曲，属于典型的下九流，没人瞧得起，饱受人鄙视的，那时候又没版权没商业化，作家戏剧家基本没收入。只有到现在，才被人看重。只能说是社会发展，评价标准变了。这个历史段子，无非是想说：考上好大学了，也没出息。没考上大学的，反而可能更有出息。但一生穷困潦倒，实在不能算是有出息的。哪怕你想讲鸡汤，也拿什么马云马化腾非名校，福布斯500强多四非二三本来举例吧。                原图                            ,http://wx2.sinaimg.cn/large/94900170gy1gc7o2f1omxj20m80cagvt.jpg,无,无,2020-02-24 18:28,微博 weibo.com,709,101,69
IvHh61IHs,在县城的实体产业一定要小心，不能盲目扩张。 原图,http://wx4.sinaimg.cn/large/94900170ly1gc7mdbcsilj20u02bnqrt.jpg,无,无,2020-02-24 17:29,iPhone 8 Plus,634,12,103
IvHdK3G93,营收过一千万，这个副业真滴牛啤。以后请这些同学们来分享分享自己的故事。 原图,http://wx1.sinaimg.cn/large/94900170ly1gc7m49iqg6j20yi5hrhdt.jpg,无,无,2020-02-24 17:21,iPhone 8 Plus,2055,67,181
IvGviwnN8,看到有人质疑“巫师财经”这个号，别的方面我觉得质疑两句嘛也就过去了，但是质疑他不接广告不建群不可能我就感觉很奇怪了。说这种话的人，还是不了解我们这行。自媒体的名气是可以在现实中变现的，即网上红了之后，可以对接企业用户，去企业里讲，什么都可以讲，你信我自媒体做的专业，我教你怎么做内容，你信我财经专业，我帮你做行研，理财，投资，财务咨询，战略咨询。出书，演讲，服务企业，不直接服务粉丝，是可以的。比如刘润老师，他至少一半以上的收入，是企业慕名而来，请他去做咨询案的。每个自媒体人的兴趣爱好不一样，有的人就是恨铁不成钢，着急他人，这种人天生适合当培训师，适合开课，打广告，建群，开训练营。有的人对教育没啥兴趣，对商业感兴趣，不想接广告，只想通过名气作为起点，链接到企业用户，这也完全可行——就连我，每个月都要推掉一些企业邀请去的咨询和培训。干嘛要盯着这块不放呢？接广告建群，骂割韭菜收智商税，不接广告建群，骂虚伪，退一万步讲，就算以后接广告了，建群了，也很正常。这个在商业运作里，叫pivot，转型，业务模式转型。到时候还是有一堆人支持“让他恰”，和争先恐后的报课入群，有啥奇怪的。                原图                            ,http://wx2.sinaimg.cn/large/94900170gy1gc7j1e3q8mj20cb0cc0sw.jpg,无,无,2020-02-24 15:32,微博 weibo.com,1027,65,136
IvGqWrSUe,#奶爸鸡汤辟谣系列#012刚看到的两个职场鸡汤：公司来了一群应聘者，房间里有个包裹，老板说千万不要打开，然后说有事走了，一群人就在那等，但是有年轻人还是打开了，里面有个纸条，说恭喜你被录用了。这个故事告诉我们，不能拘泥于条条框框，要有勇气突破，敢于尝试。另一个鸡汤：还是老板，让下属年轻人看守一个包裹，说千万不能打开，回来以后问有没有打开，年轻人说确实没打开，老板很高兴，升职加薪了——这个故事告诉我们要诚信。这两个鸡汤，严格来说都有错误，但真实世界里的逻辑，也只能参考第二个，第一个绝对不能参考。老板的包裹盒子到底能不能打开，对于这件事杨修心里有一万句妈卖批要说，他就是打开了一盒酥，然后被曹老板给咔嚓了。老板的盒子，你不打开，他也不会给你升职加薪，但是老板的盒子你打开了，他就真可能咔嚓你了。在职场，员工的主要任务就是听从命令，把事做好，所谓的勇气突破，敢于尝试，是指在老板命令的范围内突破和常识。比如老板说，把我这个盒子包装下，包装的精美一点，你好好发挥，老板就会表扬，但是对明确的指示，老板说不要打开这个盒子，你打开了，下场必然死的很惨。一定要分清楚，先听话，再发挥，而不是不听话，直接发挥。                                ,无,无,无,2020-02-24 15:21,微博 weibo.com,495,35,43
IvGiasE7N,奶爸您好，平时看您微博受益良多，有个关于面试的问题想请教您。我是做技术管理岗位的，之前面试过一家公司，专业面的领导经验丰富，很爱发动连环问，整场面试我都在接受他的提问轰炸，好像想要问到我答不上为止，还好我都勉强回答上了，但还是感觉很被动、压力很大。不知道这是他在对我故意压力面，还是他本人性格就这么强势。最后offer是拿到了。请问在这种面试中应该采取什么方式夺回主动权呢？对这种刨根问底的面试官用什么回答策略比较合适？答：这是压力面的一种文明使用方式。我自己就喜欢用这个方式，因为可以有效监测出面试者的真实水平。最好的应对方式就是不要夺回主动权，没有意义。对所有问题都勉强回答上了，就是最好的应对策略。换我，我就会给你打100昏，招为心腹爱将。你看，offer你不也是拿到了么。以后习惯了就好，多试几次，习惯了就好，说不定你会爱上这种见招拆招的感觉。而且相处下来你会发现，像我等这种强势的工作狂领导，也有可爱的地方，对工作的进步和提升，带来的效果绝对不一般。而且这种领导一般升的比较快，跟着ta你升的也快，这个倒不是自吹。而是我发现领导的精力放在哪里，决定了他未来的前途。如果ta的精力放在权术，找存在感上，故意刁难下属，享受吹捧感，基本没前途，如果ta的精力放在技术，业务，工作问题上，越是精益求精，咄咄逼人，ta的前途越广大。                原图                            ,http://wx4.sinaimg.cn/large/94900170gy1gc7i1fgn3wj21h40u0kjl.jpg,无,无,2020-02-24 14:59,微博 weibo.com,471,56,31
IvG4osP7K,#奶爸鸡汤辟谣系列#011“三十岁做不到职场中层就没戏了”本句话，基本为真，不算制造焦虑，只算陈述事实。打工就是这么个玩意儿，基本常识up or out，而且判定人的能力素质，是严格和人的年龄相关的。30总监是最吃香的，40总监就嫌年纪大了——总监已经不是中层管理者了，而是高层。45当不到副总，基本此生无望。50不成总裁，这辈子绝对再无可能。张勇——2015年5月接任阿里巴巴集团首席执行官，1972年出生，43岁，一人之下万人之上，高不可言。大家可以掂量下自己，思考下43岁你能在什么地方。如果到了30-40岁，仍然是基层打工的，连主管都没当上，那怎么办。第一批清退的对象，肯定的，没有例外。所以应该怎么办？要么就不要打工。考个编制，要么就不要打工时间太长，当个主管，经理，有机会加入初创工作，或者自己创业做生意，就想办法试试——张勇就是走这条路，严格来讲他并不是打工仔，而是在外企快要做到合伙人的时候，加入了初创的上升型公司。一直在大公司里打工也行，但是一定要记住：广结善缘。人脉是你的降落伞，这非常非常重要。哪怕你升不了职，被裁员的时候，别的公司有你的哥们，帮你推荐下，你也能上岗。在职场工作5年以上，找工作居然还要投递简历，说实话，是一定要引起反思和重视的。在职场工作10年以上，找工作居然不是朋友介绍，还要投递简历，那真的是loser，这时候找工作会非常艰难。一定要记住，这几条安全底线。1，考个编制，不给企业打工，2，不要打工太久，不要追随标准，想办法自己创造标准，或者加入他人的队伍一起创造标准，3，广结善缘。尤其是3，不论你选择哪条路，3都是绝对的百分百重点，听我的你只会受益，绝不会后悔。祝大家早日搭上职场直升机。                原图                            ,http://wx3.sinaimg.cn/large/94900170gy1gc7h23xs72j21hc0twe2d.jpg,无,无,2020-02-24 14:25,微博 weibo.com,990,311,216
IvFXNgrDg,#奶爸鸡汤辟谣系列#010为什么现在的员工都不怕老板了？都喜欢跳槽？是因为互联网扩散了一个人的能力吗？可以找到各种赚钱方法？可以开滴滴，做代驾，送外卖，搞快递，卖面膜吗？可以一个月赚一万八吗？不是，重复性无增值劳动对于大部分人的吸引力还是小的，再说干这些也不太可能赚到一万八。真实原因在这里：为什么现在都说95后喜欢跳槽，不好管？大家注意到没有，其实说员工喜欢跳槽不好管，很早以前就有了，不是新鲜事。稍早以前是说90后喜欢跳槽不好管，再早是说85后喜欢跳槽不好管，最早是说80后喜欢跳槽不好管，可见喜欢跳槽并不是xx后的通病特点，而是只要年轻，就会这样。因为年轻，有资本啊，现在大部分家庭父母的收入都提高，可以支撑小孩啊，当然希望多试试。年纪大了，就不敢了，并不是他们找到了喜欢的工作，人生安定下来，有了稳定事业。而是他们结婚了，生子了，生活的压力陡然变大了，不仅没有储蓄，甚至都要背负着大笔的贷款。所以只能敢怒不敢言，默默忍受。那么对企业家的启发是什么？两点：1，要么就招有经验的成熟员工，他们稳定性强，但是技能高，对薪水的期待值也高，企业主需要明白这点，要么打造商业模式，要么学会拿高额融资，2，要么就改善自己的企业氛围，建设自己的企业文化，打造团队，建立一套上进的，积极进取的，互相平等的，氛围宽松的，有干货有技术的公司制度，吸引年轻人，哪怕低薪也干的开心。煽动焦虑也讲究技巧，那什么互联网时代到了，员工能赚钱不听话了，没啥用，企业主不信，普通员工也不信。用上面的案例，可以有效做到：来，我这里有一套教你如何创业的课程，拿融资，挑合伙人，找商业模式，顶层设计，只要八万八千八百八，良心价，赶紧来买！来，我这里有一天企业内部管理课程，教你如何打造团队，建立企业制度，只要八千八百八十八，良心价，赶紧来买！来，我这里有一套理财职场课，教你如何有恃无恐，财务自由，事业自由，不用在职场上受气。中型企业主，小型企业主，大龄员工，职场新人。全部都收割到位了，经韭不息，历韭弥坚。这才是正确姿势。                原图                            ,http://wx4.sinaimg.cn/large/94900170gy1gc7gl5ypt1j20ia0ia1aj.jpg,无,无,2020-02-24 14:09,微博 weibo.com,397,57,42
IvFRelinn,这两天按照奶爸的视频在做简历，想请问大家，应届生有必要把一两个月的这种寒暑假兼职经历写在简历里吗？答：做简历分成大简历和小简历的区别：大简历就是不管页数，不管目标，把你所有拿得出手的，全部都详细包装，一一列举。小简历是指你新建几个文档，按照求职目标，把格式排好，然后把大简历里面，相关的经历复制粘贴过来。形成数个有针对性的简历。所以做简历的正确姿势是：大简历，不论目的，事无巨细，3-5页。小简历，精心编排，复制粘贴调整，1页                                ,无,无,无,2020-02-24 13:53,微博 weibo.com,580,110,67
IvFMKzS7x,这个有点触及我9年制义务教育的盲区了，想请各位网友求证下，真的做过司机和代驾的。真能赚到每个月一万八吗？ [组图共11张]原图,"http://ww1.sinaimg.cn/large/94900170ly1gc7fs1tthuj21pc0yi1l1.jpg,http://ww3.sinaimg.cn/large/94900170ly1gc7fs3t9opj21pc0yi7wm.jpg,http://ww4.sinaimg.cn/large/94900170ly1gc7fs5skg2j21pc0yix6t.jpg,http://ww3.sinaimg.cn/large/94900170ly1gc7fs7mg26j21pc0yi1l2.jpg,http://ww2.sinaimg.cn/large/94900170ly1gc7fs9lt75j21pc0yi4qu.jpg,http://ww2.sinaimg.cn/large/94900170ly1gc7fsbyboej21pc0yiqv9.jpg,http://ww4.sinaimg.cn/large/94900170ly1gc7fsfandoj21pc0yi7wm.jpg,http://ww3.sinaimg.cn/large/94900170ly1gc7fsgrjt7j21pc0yi4qu.jpg,http://ww4.sinaimg.cn/large/94900170ly1gc7fsib45mj21pc0yihdy.jpg,http://ww2.sinaimg.cn/large/94900170ly1gc7fsk1p17j21pc0yix6t.jpg,http://ww4.sinaimg.cn/large/94900170ly1gc7frz4ovwj21pc0yi1l2.jpg",无,无,2020-02-24 13:42,iPhone 8 Plus,536,9,201
